DN,area_ha,class
"1",0.062,forest
"1",5.083,forest
"1",0.248,forest
"1",0.186,forest
"4",0.248,land
"1",0.124,forest
"4",0.310,land
"1",0.062,forest
"4",0.124,land
"1",0.062,forest
"1",0.372,forest
"4",3.099,land
"1",0.124,forest
"1",0.186,forest
"1",0.062,forest
"4",0.062,land
"4",0.062,land
"3",0.248,water
"4",0.248,land
"1",0.186,forest
"1",0.062,forest
"1",0.124,forest
"1",0.062,forest
"1",0.124,forest
"1",0.806,forest
"1",0.124,forest
"1",0.062,forest
"4",0.496,land
"4",0.124,land
"4",0.124,land
"1",0.062,forest
"1",0.124,forest
"1",0.124,forest
"4",0.248,land
"1",0.682,forest
"4",42.828,land
"1",0.062,forest
"1",0.248,forest
"1",0.186,forest
"4",0.062,land
"1",0.062,forest
"3",0.124,water
"3",0.310,water
"3",0.186,water
"1",0.124,forest
"1",0.124,forest
"1",0.124,forest
"1",1.736,forest
"1",0.186,forest
"1",0.248,forest
"1",0.062,forest
"1",0.062,forest
"4",0.124,land
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"4",0.124,land
"1",0.186,forest
"4",0.062,land
"4",0.372,land
"1",0.372,forest
"1",0.124,forest
"4",86.333,land
"1",0.310,forest
"1",0.062,forest
"1",0.868,forest
"4",0.062,land
"4",0.062,land
"1",0.186,forest
"1",0.124,forest
"3",1.178,water
"3",0.186,water
"1",0.062,forest
"1",0.124,forest
"1",0.124,forest
"1",0.248,forest
"1",0.124,forest
"1",0.124,forest
"1",5.641,forest
"3",0.124,water
"3",0.062,water
"4",0.124,land
"4",0.062,land
"4",0.062,land
"1",0.124,forest
"1",0.124,forest
"1",0.248,forest
"1",0.248,forest
"1",0.310,forest
"1",0.124,forest
"3",0.062,water
"4",0.124,land
"3",1.116,water
"1",1.178,forest
"1",0.248,forest
"4",0.248,land
"1",0.310,forest
"1",0.124,forest
"3",0.062,water
"3",0.806,water
"1",0.062,forest
"4",0.434,land
"1",0.124,forest
"1",0.310,forest
"1",1.240,forest
"1",0.806,forest
"4",0.124,land
"1",0.062,forest
"3",0.062,water
"1",0.062,forest
"1",0.062,forest
"1",0.310,forest
"1",0.186,forest
"1",0.062,forest
"1",0.310,forest
"1",0.186,forest
"3",0.372,water
"4",0.062,land
"1",0.744,forest
"3",0.124,water
"3",0.186,water
"4",1.240,land
"3",0.062,water
"1",0.124,forest
"4",0.062,land
"1",0.186,forest
"1",0.248,forest
"1",0.124,forest
"1",0.186,forest
"1",0.062,forest
"1",0.186,forest
"1",0.186,forest
"1",0.124,forest
"4",0.496,land
"3",0.372,water
"3",0.124,water
"1",0.062,forest
"1",0.124,forest
"4",0.062,land
"3",0.868,water
"3",0.062,water
"1",0.186,forest
"1",2.479,forest
"4",0.062,land
"1",0.186,forest
"1",0.186,forest
"1",0.124,forest
"1",0.124,forest
"1",0.186,forest
"1",0.124,forest
"3",0.124,water
"3",0.434,water
"3",0.062,water
"3",0.124,water
"1",0.062,forest
"3",0.124,water
"4",0.062,land
"4",0.124,land
"4",0.186,land
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",1.612,forest
"3",0.186,water
"3",0.124,water
"1",0.372,forest
"4",0.124,land
"1",0.186,forest
"1",0.186,forest
"1",0.124,forest
"1",0.062,forest
"1",0.124,forest
"1",0.744,forest
"1",0.124,forest
"3",0.186,water
"3",0.062,water
"4",0.062,land
"1",0.124,forest
"3",0.248,water
"1",0.186,forest
"1",1.674,forest
"3",0.062,water
"3",0.124,water
"1",0.124,forest
"4",1.488,land
"3",0.186,water
"1",0.124,forest
"1",0.620,forest
"1",0.186,forest
"1",0.186,forest
"1",0.124,forest
"1",1.674,forest
"4",0.062,land
"1",0.124,forest
"3",0.062,water
"1",0.124,forest
"3",0.124,water
"4",0.062,land
"4",0.062,land
"1",0.186,forest
"3",0.124,water
"3",0.620,water
"3",0.062,water
"1",1.116,forest
"1",0.124,forest
"4",0.186,land
"1",0.372,forest
"1",0.434,forest
"1",0.186,forest
"1",0.186,forest
"1",0.186,forest
"1",0.124,forest
"4",0.124,land
"4",0.062,land
"3",0.062,water
"1",0.124,forest
"3",0.248,water
"3",0.124,water
"4",0.062,land
"1",0.124,forest
"1",0.124,forest
"1",0.372,forest
"1",0.248,forest
"1",0.310,forest
"1",0.310,forest
"1",0.186,forest
"1",0.124,forest
"1",0.124,forest
"1",0.186,forest
"3",0.062,water
"3",0.062,water
"3",0.186,water
"3",0.310,water
"3",0.124,water
"1",0.062,forest
"3",0.248,water
"1",0.062,forest
"1",0.186,forest
"1",0.496,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.124,forest
"1",0.124,forest
"1",0.124,forest
"4",0.062,land
"1",0.806,forest
"3",0.124,water
"3",0.124,water
"4",0.124,land
"3",0.062,water
"4",0.062,land
"4",0.062,land
"4",209.309,land
"1",3.409,forest
"3",5.269,water
"3",2.417,water
"1",0.744,forest
"4",0.558,land
"1",0.124,forest
"1",0.248,forest
"4",0.124,land
"4",0.124,land
"1",0.558,forest
"4",0.248,land
"3",0.062,water
"4",0.248,land
"1",0.062,forest
"1",1.302,forest
"1",0.620,forest
"1",0.062,forest
"1",0.124,forest
"1",0.062,forest
"1",0.434,forest
"1",0.310,forest
"1",0.248,forest
"3",0.310,water
"3",0.124,water
"3",0.124,water
"4",0.248,land
"1",0.372,forest
"3",0.186,water
"1",1.550,forest
"1",0.062,forest
"1",0.248,forest
"1",0.186,forest
"1",0.310,forest
"1",0.434,forest
"1",0.248,forest
"1",0.186,forest
"1",0.310,forest
"1",0.248,forest
"1",0.062,forest
"3",0.248,water
"3",0.062,water
"3",0.930,water
"1",0.062,forest
"1",0.062,forest
"4",0.124,land
"3",0.186,water
"3",0.062,water
"1",0.186,forest
"1",0.124,forest
"4",0.186,land
"1",0.062,forest
"3",0.062,water
"1",0.062,forest
"1",0.186,forest
"1",1.178,forest
"1",0.124,forest
"1",1.178,forest
"1",0.062,forest
"1",0.124,forest
"3",0.186,water
"3",0.186,water
"1",0.620,forest
"4",0.062,land
"1",8.864,forest
"4",0.186,land
"4",0.062,land
"1",0.124,forest
"3",0.310,water
"1",1.364,forest
"1",0.310,forest
"1",0.248,forest
"4",0.124,land
"1",0.062,forest
"1",0.682,forest
"4",0.062,land
"3",0.124,water
"1",0.062,forest
"1",0.186,forest
"1",0.310,forest
"1",0.372,forest
"1",0.124,forest
"1",0.124,forest
"1",0.062,forest
"1",0.124,forest
"4",0.124,land
"3",0.124,water
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.248,forest
"4",0.248,land
"1",0.062,forest
"1",0.062,forest
"1",0.186,forest
"1",0.062,forest
"1",0.248,forest
"1",0.124,forest
"1",0.434,forest
"1",0.434,forest
"1",0.310,forest
"1",0.186,forest
"1",0.186,forest
"1",0.372,forest
"1",0.434,forest
"3",0.124,water
"3",1.674,water
"1",0.062,forest
"1",0.124,forest
"1",0.062,forest
"4",0.062,land
"1",0.124,forest
"1",0.124,forest
"1",0.434,forest
"1",0.868,forest
"3",0.310,water
"3",0.248,water
"3",0.186,water
"1",0.062,forest
"1",0.372,forest
"4",0.124,land
"1",0.186,forest
"1",0.248,forest
"1",0.186,forest
"1",0.496,forest
"4",0.248,land
"4",0.062,land
"1",0.124,forest
"1",0.062,forest
"1",0.062,forest
"1",0.248,forest
"1",0.372,forest
"1",0.310,forest
"3",0.062,water
"3",0.124,water
"4",0.124,land
"3",0.062,water
"1",0.124,forest
"3",1.488,water
"4",76.679,land
"1",153.710,forest
"1",1.860,forest
"1",0.310,forest
"3",0.372,water
"1",0.248,forest
"1",0.062,forest
"3",0.124,water
"1",0.248,forest
"1",0.248,forest
"4",0.124,land
"1",0.248,forest
"1",0.062,forest
"1",0.186,forest
"1",0.806,forest
"3",0.186,water
"1",0.558,forest
"1",3.595,forest
"3",0.124,water
"1",0.248,forest
"1",0.062,forest
"4",38.803,land
"3",0.124,water
"4",0.434,land
"1",0.124,forest
"1",0.372,forest
"1",0.186,forest
"1",0.434,forest
"1",0.372,forest
"1",0.124,forest
"4",0.062,land
"3",0.124,water
"1",0.124,forest
"3",0.930,water
"1",0.248,forest
"4",5.021,land
"1",0.062,forest
"3",0.062,water
"1",0.062,forest
"1",0.310,forest
"1",0.124,forest
"4",0.124,land
"1",0.186,forest
"1",0.310,forest
"1",0.248,forest
"4",0.062,land
"4",0.062,land
"1",0.806,forest
"1",0.186,forest
"4",0.062,land
"1",0.186,forest
"4",0.310,land
"1",0.062,forest
"4",0.248,land
"3",0.124,water
"1",0.372,forest
"4",0.124,land
"4",7.687,land
"3",0.186,water
"4",0.062,land
"3",0.062,water
"4",0.062,land
"1",0.124,forest
"1",0.062,forest
"1",0.062,forest
"3",0.124,water
"4",0.248,land
"1",0.062,forest
"3",0.124,water
"1",0.186,forest
"1",0.744,forest
"1",1.550,forest
"1",0.372,forest
"1",0.062,forest
"4",0.186,land
"1",0.186,forest
"1",0.186,forest
"3",0.124,water
"1",0.248,forest
"4",0.062,land
"1",0.124,forest
"1",0.558,forest
"3",0.062,water
"3",0.620,water
"1",0.372,forest
"3",0.124,water
"1",0.372,forest
"4",0.682,land
"4",0.062,land
"1",0.558,forest
"1",0.124,forest
"1",0.868,forest
"1",0.062,forest
"1",0.372,forest
"1",0.124,forest
"1",0.124,forest
"1",0.186,forest
"1",0.930,forest
"3",0.124,water
"1",1.240,forest
"1",0.434,forest
"1",0.062,forest
"1",2.728,forest
"3",0.062,water
"3",0.124,water
"4",0.062,land
"3",0.062,water
"1",0.062,forest
"1",0.124,forest
"3",0.124,water
"4",0.062,land
"1",0.868,forest
"1",0.124,forest
"1",0.248,forest
"3",0.062,water
"3",0.124,water
"1",0.186,forest
"3",0.062,water
"1",0.124,forest
"4",0.558,land
"1",5.455,forest
"3",0.062,water
"1",0.124,forest
"3",0.062,water
"1",2.046,forest
"3",0.744,water
"1",0.310,forest
"1",0.062,forest
"1",0.062,forest
"1",0.186,forest
"1",0.124,forest
"1",0.186,forest
"1",1.054,forest
"1",0.124,forest
"3",0.124,water
"3",0.186,water
"4",0.062,land
"3",0.124,water
"1",0.124,forest
"1",0.186,forest
"3",0.062,water
"1",0.062,forest
"1",0.124,forest
"1",0.124,forest
"1",0.868,forest
"1",0.124,forest
"3",0.186,water
"1",0.062,forest
"4",0.062,land
"4",0.062,land
"4",0.124,land
"1",0.062,forest
"3",0.062,water
"4",99.613,land
"1",2.728,forest
"1",4.773,forest
"1",0.868,forest
"1",8.245,forest
"1",0.372,forest
"1",0.372,forest
"1",0.062,forest
"1",0.124,forest
"1",0.124,forest
"1",0.124,forest
"1",0.124,forest
"1",1.984,forest
"1",0.062,forest
"4",22.565,land
"1",0.496,forest
"1",1.116,forest
"3",0.062,water
"1",0.186,forest
"1",0.124,forest
"1",0.124,forest
"4",0.806,land
"1",0.124,forest
"3",0.062,water
"1",0.248,forest
"1",0.124,forest
"3",0.124,water
"1",0.062,forest
"1",0.310,forest
"4",0.124,land
"3",0.248,water
"3",0.682,water
"4",0.124,land
"1",0.124,forest
"4",0.062,land
"1",1.054,forest
"1",0.124,forest
"1",0.186,forest
"4",0.372,land
"1",0.124,forest
"1",0.372,forest
"1",0.062,forest
"1",0.186,forest
"1",0.124,forest
"1",1.364,forest
"1",0.124,forest
"4",0.186,land
"3",0.062,water
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.186,forest
"1",0.248,forest
"1",0.124,forest
"3",0.186,water
"1",2.294,forest
"1",0.248,forest
"4",0.062,land
"1",0.062,forest
"1",0.124,forest
"1",0.310,forest
"1",0.744,forest
"3",0.124,water
"1",0.062,forest
"1",0.124,forest
"1",0.248,forest
"3",0.062,water
"1",0.062,forest
"3",0.062,water
"1",0.124,forest
"1",0.062,forest
"4",0.124,land
"1",3.162,forest
"1",0.124,forest
"1",0.434,forest
"3",0.062,water
"1",0.124,forest
"1",0.124,forest
"1",1.674,forest
"1",1.302,forest
"3",0.372,water
"4",0.124,land
"1",0.186,forest
"4",0.806,land
"4",0.062,land
"1",0.124,forest
"1",0.496,forest
"1",0.124,forest
"3",0.248,water
"1",0.186,forest
"1",0.062,forest
"1",0.620,forest
"1",0.248,forest
"1",0.062,forest
"1",0.372,forest
"1",5.579,forest
"1",0.744,forest
"1",1.550,forest
"1",0.558,forest
"1",0.124,forest
"1",0.310,forest
"1",7.687,forest
"4",0.124,land
"1",0.620,forest
"1",0.062,forest
"1",0.062,forest
"4",0.124,land
"4",0.248,land
"1",0.062,forest
"1",0.124,forest
"1",0.186,forest
"1",0.062,forest
"1",0.062,forest
"1",0.310,forest
"1",0.062,forest
"1",0.434,forest
"1",0.186,forest
"1",0.062,forest
"3",0.124,water
"3",0.062,water
"1",0.124,forest
"1",0.248,forest
"3",0.186,water
"3",0.124,water
"1",0.868,forest
"4",0.124,land
"1",1.736,forest
"3",0.124,water
"1",0.124,forest
"1",1.116,forest
"1",0.744,forest
"1",0.062,forest
"3",0.062,water
"3",0.124,water
"4",0.124,land
"1",0.124,forest
"1",0.124,forest
"1",0.310,forest
"4",0.062,land
"1",0.062,forest
"1",0.062,forest
"4",0.124,land
"3",0.434,water
"1",0.124,forest
"1",0.124,forest
"1",0.124,forest
"1",0.248,forest
"1",1.364,forest
"3",0.062,water
"3",1.116,water
"3",0.434,water
"3",0.186,water
"1",0.310,forest
"1",0.062,forest
"1",0.062,forest
"1",0.124,forest
"1",0.434,forest
"3",0.806,water
"1",0.186,forest
"1",0.062,forest
"4",0.062,land
"1",0.124,forest
"3",0.124,water
"4",0.310,land
"3",0.062,water
"1",0.124,forest
"1",0.930,forest
"1",0.062,forest
"3",0.186,water
"1",0.558,forest
"4",0.186,land
"1",0.062,forest
"1",2.232,forest
"3",0.124,water
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.124,forest
"4",0.062,land
"1",0.434,forest
"1",0.062,forest
"1",0.124,forest
"1",0.124,forest
"1",0.124,forest
"3",0.248,water
"3",0.062,water
"3",0.062,water
"3",0.062,water
"1",0.124,forest
"1",0.062,forest
"1",0.186,forest
"4",0.062,land
"4",0.124,land
"3",0.062,water
"1",0.248,forest
"3",0.558,water
"4",0.372,land
"3",1.054,water
"4",0.062,land
"1",1.240,forest
"1",0.124,forest
"1",0.062,forest
"1",0.124,forest
"1",0.248,forest
"4",0.124,land
"1",0.062,forest
"1",2.356,forest
"3",0.062,water
"3",0.372,water
"4",0.620,land
"3",0.372,water
"1",1.178,forest
"4",0.062,land
"1",0.124,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.372,forest
"1",0.496,forest
"4",0.062,land
"4",0.868,land
"3",0.124,water
"3",0.062,water
"3",0.124,water
"1",0.186,forest
"1",0.062,forest
"4",0.124,land
"3",1.488,water
"4",0.124,land
"1",1.798,forest
"1",0.062,forest
"1",0.868,forest
"1",1.240,forest
"3",0.186,water
"4",0.062,land
"1",0.062,forest
"3",0.124,water
"1",0.186,forest
"1",0.186,forest
"1",0.124,forest
"3",0.124,water
"3",0.062,water
"3",0.124,water
"1",0.062,forest
"4",0.186,land
"1",0.062,forest
"1",0.062,forest
"4",0.062,land
"1",0.124,forest
"1",0.062,forest
"3",0.124,water
"1",0.124,forest
"3",0.124,water
"1",0.062,forest
"1",0.186,forest
"4",0.062,land
"4",13.515,land
"1",0.186,forest
"1",0.062,forest
"4",0.186,land
"3",0.372,water
"3",1.240,water
"4",0.310,land
"1",0.124,forest
"1",0.124,forest
"4",0.186,land
"1",0.124,forest
"1",0.124,forest
"4",0.186,land
"4",0.062,land
"4",0.186,land
"1",0.248,forest
"4",0.062,land
"1",0.186,forest
"4",0.124,land
"3",0.744,water
"1",0.186,forest
"1",15.562,forest
"4",0.062,land
"3",0.186,water
"1",0.186,forest
"1",0.186,forest
"1",0.124,forest
"4",0.186,land
"1",0.062,forest
"1",0.310,forest
"1",0.124,forest
"3",0.744,water
"1",0.186,forest
"1",0.062,forest
"4",0.062,land
"3",0.062,water
"4",0.124,land
"3",0.062,water
"1",0.062,forest
"4",0.062,land
"1",0.124,forest
"1",0.248,forest
"1",0.186,forest
"4",0.124,land
"4",0.124,land
"4",0.248,land
"1",0.124,forest
"4",0.124,land
"4",0.124,land
"1",0.186,forest
"1",0.062,forest
"3",0.062,water
"3",0.372,water
"4",0.062,land
"4",0.124,land
"1",0.186,forest
"1",3.162,forest
"1",17.608,forest
"1",9.238,forest
"1",0.310,forest
"3",0.248,water
"1",0.124,forest
"1",1.240,forest
"1",0.372,forest
"1",10.354,forest
"3",0.124,water
"3",0.062,water
"1",0.062,forest
"1",0.434,forest
"3",0.062,water
"3",0.186,water
"4",0.868,land
"3",0.124,water
"1",0.062,forest
"3",0.062,water
"3",0.062,water
"4",0.062,land
"4",0.124,land
"1",0.124,forest
"1",0.062,forest
"4",0.062,land
"1",0.062,forest
"3",0.062,water
"3",0.124,water
"3",0.124,water
"4",4.340,land
"1",0.186,forest
"4",0.124,land
"1",0.062,forest
"1",0.062,forest
"1",0.372,forest
"1",0.124,forest
"3",0.062,water
"1",1.488,forest
"4",0.062,land
"1",0.062,forest
"3",0.124,water
"1",0.124,forest
"1",0.062,forest
"3",0.062,water
"1",0.124,forest
"1",0.372,forest
"1",0.186,forest
"4",0.124,land
"1",0.062,forest
"1",0.124,forest
"3",0.124,water
"4",0.124,land
"1",0.062,forest
"1",0.434,forest
"3",0.062,water
"1",0.124,forest
"3",0.062,water
"3",0.434,water
"3",0.124,water
"1",0.124,forest
"1",0.310,forest
"1",0.062,forest
"1",0.062,forest
"1",1.426,forest
"1",0.310,forest
"1",0.062,forest
"1",0.124,forest
"4",0.186,land
"4",15.809,land
"3",0.062,water
"1",0.124,forest
"1",0.372,forest
"3",0.124,water
"1",0.124,forest
"1",0.062,forest
"1",0.124,forest
"1",0.372,forest
"1",0.124,forest
"1",0.062,forest
"1",0.062,forest
"1",0.186,forest
"1",0.186,forest
"4",0.248,land
"1",0.124,forest
"1",0.310,forest
"3",0.124,water
"1",0.062,forest
"1",0.124,forest
"1",0.124,forest
"4",0.434,land
"1",0.062,forest
"1",0.062,forest
"3",0.062,water
"4",0.558,land
"1",0.186,forest
"4",0.124,land
"3",0.124,water
"1",0.124,forest
"1",0.062,forest
"1",0.310,forest
"1",0.124,forest
"1",0.186,forest
"4",0.744,land
"4",0.434,land
"1",0.062,forest
"3",0.124,water
"1",0.124,forest
"1",0.124,forest
"1",0.062,forest
"3",0.124,water
"1",0.186,forest
"4",0.310,land
"4",53.130,land
"1",0.124,forest
"1",0.186,forest
"1",0.124,forest
"1",0.124,forest
"1",0.124,forest
"1",0.062,forest
"4",0.062,land
"1",0.124,forest
"3",0.062,water
"1",0.124,forest
"3",0.062,water
"3",0.062,water
"4",0.124,land
"1",0.248,forest
"1",0.186,forest
"1",4.960,forest
"3",0.434,water
"1",1.860,forest
"1",0.372,forest
"1",0.372,forest
"1",1.116,forest
"1",0.806,forest
"3",112.393,water
"1",0.062,forest
"1",0.186,forest
"4",0.434,land
"1",0.124,forest
"1",0.124,forest
"3",0.186,water
"3",0.434,water
"3",0.062,water
"1",0.124,forest
"1",0.062,forest
"3",0.124,water
"1",0.062,forest
"1",0.062,forest
"1",0.186,forest
"1",0.248,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.124,forest
"1",0.124,forest
"1",0.248,forest
"3",0.124,water
"1",0.186,forest
"1",0.062,forest
"3",0.186,water
"1",0.062,forest
"1",0.124,forest
"1",0.062,forest
"1",0.062,forest
"1",0.124,forest
"1",0.062,forest
"1",0.310,forest
"1",0.062,forest
"1",0.124,forest
"3",0.124,water
"1",0.248,forest
"3",0.062,water
"1",0.124,forest
"1",0.124,forest
"3",0.062,water
"1",0.434,forest
"4",3.720,land
"1",0.496,forest
"3",0.124,water
"1",0.372,forest
"3",0.062,water
"3",0.124,water
"3",0.124,water
"1",0.434,forest
"1",0.062,forest
"1",0.186,forest
"3",0.620,water
"1",0.434,forest
"1",0.310,forest
"1",0.062,forest
"1",0.186,forest
"3",0.558,water
"3",0.062,water
"3",0.930,water
"4",4.092,land
"1",0.930,forest
"1",0.062,forest
"1",0.124,forest
"3",0.124,water
"1",3.038,forest
"3",0.062,water
"1",0.124,forest
"1",0.124,forest
"1",0.062,forest
"1",0.062,forest
"1",0.186,forest
"1",0.062,forest
"3",0.062,water
"4",0.992,land
"1",0.186,forest
"1",0.434,forest
"1",0.372,forest
"4",0.062,land
"1",0.062,forest
"1",0.062,forest
"3",0.062,water
"1",0.186,forest
"1",0.124,forest
"1",0.124,forest
"3",0.062,water
"1",0.062,forest
"1",0.062,forest
"1",0.124,forest
"3",0.062,water
"4",0.062,land
"1",0.186,forest
"1",0.062,forest
"4",0.186,land
"3",0.062,water
"3",0.062,water
"3",0.124,water
"1",0.062,forest
"1",0.062,forest
"4",0.062,land
"3",0.062,water
"1",0.124,forest
"1",0.186,forest
"1",0.620,forest
"4",0.062,land
"4",0.186,land
"4",0.062,land
"3",0.124,water
"1",0.062,forest
"3",0.062,water
"1",0.062,forest
"4",0.310,land
"4",0.062,land
"1",5.580,forest
"1",0.310,forest
"1",0.248,forest
"3",0.558,water
"1",0.372,forest
"1",0.186,forest
"1",1.736,forest
"1",0.062,forest
"1",0.062,forest
"1",0.186,forest
"3",0.062,water
"1",0.062,forest
"1",0.186,forest
"1",0.124,forest
"1",0.062,forest
"3",0.062,water
"3",0.062,water
"3",0.434,water
"3",0.372,water
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"3",0.310,water
"4",0.124,land
"1",0.186,forest
"1",0.062,forest
"3",0.124,water
"1",0.062,forest
"4",0.062,land
"1",0.062,forest
"1",0.496,forest
"3",0.062,water
"1",0.558,forest
"1",0.496,forest
"1",0.248,forest
"3",0.062,water
"1",0.310,forest
"1",0.186,forest
"1",0.124,forest
"1",0.124,forest
"1",0.062,forest
"3",0.062,water
"3",0.806,water
"3",0.186,water
"1",0.062,forest
"1",0.062,forest
"1",0.124,forest
"1",0.124,forest
"1",0.062,forest
"4",0.186,land
"1",6.076,forest
"1",0.062,forest
"3",0.062,water
"3",0.062,water
"3",0.062,water
"1",0.434,forest
"1",0.124,forest
"1",0.062,forest
"1",0.124,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"4",0.124,land
"1",0.124,forest
"4",0.062,land
"1",0.806,forest
"1",0.248,forest
"3",0.062,water
"1",0.620,forest
"3",0.062,water
"4",0.062,land
"1",0.124,forest
"1",0.062,forest
"1",0.124,forest
"1",0.124,forest
"1",0.124,forest
"1",0.124,forest
"3",0.062,water
"1",0.062,forest
"1",0.124,forest
"1",0.062,forest
"3",0.124,water
"3",0.062,water
"4",0.124,land
"1",0.062,forest
"1",0.186,forest
"1",0.682,forest
"1",0.062,forest
"3",0.248,water
"3",0.124,water
"3",0.062,water
"4",0.124,land
"4",0.062,land
"3",0.124,water
"1",0.124,forest
"1",0.124,forest
"1",0.186,forest
"1",0.062,forest
"1",0.124,forest
"1",0.124,forest
"3",0.062,water
"1",0.744,forest
"1",0.062,forest
"4",0.124,land
"3",0.062,water
"1",0.124,forest
"3",1.612,water
"1",0.124,forest
"3",0.124,water
"1",0.310,forest
"1",0.124,forest
"1",0.062,forest
"1",0.124,forest
"3",0.062,water
"3",0.186,water
"4",0.062,land
"4",0.124,land
"3",0.248,water
"3",0.248,water
"1",0.124,forest
"4",0.062,land
"3",0.062,water
"3",0.062,water
"1",0.124,forest
"1",0.558,forest
"1",0.186,forest
"3",0.062,water
"1",0.124,forest
"1",0.124,forest
"1",0.124,forest
"3",0.186,water
"1",0.124,forest
"4",0.062,land
"4",0.248,land
"4",0.186,land
"3",0.124,water
"4",0.124,land
"3",0.062,water
"1",0.310,forest
"1",0.062,forest
"3",0.124,water
"1",0.062,forest
"3",0.124,water
"3",0.062,water
"1",0.186,forest
"1",0.248,forest
"1",0.248,forest
"4",0.062,land
"3",0.124,water
"3",1.612,water
"3",0.124,water
"1",0.124,forest
"1",0.186,forest
"1",0.124,forest
"1",0.062,forest
"1",0.248,forest
"3",0.124,water
"3",0.310,water
"3",0.062,water
"3",0.062,water
"3",0.062,water
"1",0.124,forest
"1",0.124,forest
"1",0.062,forest
"3",0.124,water
"3",0.186,water
"3",12913.476,water
"3",0.248,water
"3",0.310,water
"3",0.124,water
"3",0.062,water
"3",0.434,water
"1",0.186,forest
"1",0.124,forest
