DN,area,Class
"1",0.123,forest
"4",0.061,land
"3",0.184,water
"1",0.061,forest
"3",0.245,water
"3",0.123,water
"4",0.061,land
"3",0.184,water
"3",0.061,water
"4",13.498,land
"3",5.093,water
"1",0.429,forest
"3",0.123,water
"1",0.245,forest
"1",0.245,forest
"4",0.123,land
"3",0.061,water
"1",0.061,forest
"1",0.798,forest
"1",0.368,forest
"4",0.245,land
"3",1.227,water
"1",0.061,forest
"3",0.123,water
"1",0.061,forest
"1",0.061,forest
"3",0.061,water
"1",0.123,forest
"1",0.920,forest
"1",0.123,forest
"1",38.958,forest
"1",0.123,forest
"1",0.736,forest
"3",0.429,water
"3",0.368,water
"3",0.245,water
"4",0.184,land
"1",1.595,forest
"1",2.393,forest
"3",0.123,water
"3",0.061,water
"4",0.061,land
"3",0.061,water
"1",0.675,forest
"1",0.123,forest
"3",0.245,water
"1",0.184,forest
"1",0.123,forest
"1",0.184,forest
"4",0.061,land
"1",2.884,forest
"1",2.086,forest
"3",0.368,water
"4",0.123,land
"1",0.184,forest
"1",0.061,forest
"1",0.123,forest
"3",0.061,water
"4",0.061,land
"1",1.350,forest
"1",0.061,forest
"1",0.061,forest
"3",0.798,water
"4",0.123,land
"4",0.123,land
"3",0.061,water
"1",0.061,forest
"1",0.245,forest
"3",0.061,water
"3",0.061,water
"3",0.123,water
"4",0.061,land
"1",0.123,forest
"3",0.123,water
"3",2.209,water
"4",0.123,land
"1",0.123,forest
"1",0.123,forest
"1",0.184,forest
"1",0.061,forest
"4",0.061,land
"3",0.184,water
"4",0.123,land
"1",0.123,forest
"3",0.061,water
"1",0.061,forest
"1",0.184,forest
"1",0.123,forest
"1",0.061,forest
"1",0.184,forest
"4",0.061,land
"1",0.736,forest
"4",0.123,land
"1",0.552,forest
"4",0.184,land
"3",0.061,water
"1",0.123,forest
"1",0.061,forest
"1",0.123,forest
"3",0.184,water
"1",0.245,forest
"1",1.166,forest
"4",0.245,land
"1",0.184,forest
"1",0.859,forest
"1",0.061,forest
"1",0.123,forest
"1",7.363,forest
"1",0.123,forest
"4",0.123,land
"3",0.859,water
"3",0.123,water
"1",0.061,forest
"1",0.552,forest
"1",0.061,forest
"3",0.061,water
"1",0.123,forest
"1",0.061,forest
"1",0.061,forest
"4",0.123,land
"1",0.368,forest
"1",0.061,forest
"4",0.920,land
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"4",0.061,land
"4",0.123,land
"1",0.061,forest
"4",0.245,land
"1",0.061,forest
"3",0.307,water
"1",0.184,forest
"3",0.123,water
"3",0.123,water
"1",0.123,forest
"1",0.184,forest
"4",0.061,land
"4",0.061,land
"1",0.552,forest
"1",0.061,forest
"3",0.061,water
"1",0.184,forest
"1",0.123,forest
"1",0.123,forest
"1",0.061,forest
"3",0.061,water
"4",0.184,land
"1",0.123,forest
"1",0.123,forest
"3",0.061,water
"1",0.123,forest
"1",0.061,forest
"1",0.123,forest
"4",0.061,land
"1",0.061,forest
"1",0.123,forest
"1",0.061,forest
"4",0.061,land
"1",0.184,forest
"1",0.614,forest
"1",0.245,forest
"1",0.491,forest
"4",0.184,land
"1",0.736,forest
"1",0.307,forest
"3",0.123,water
"3",0.061,water
"3",0.123,water
"1",0.061,forest
"1",0.614,forest
"3",0.123,water
"1",0.061,forest
"1",0.307,forest
"1",0.184,forest
"3",0.123,water
"1",0.245,forest
"1",0.123,forest
"1",0.184,forest
"1",0.061,forest
"3",0.123,water
"1",0.061,forest
"1",0.061,forest
"4",0.245,land
"4",0.061,land
"4",0.123,land
"3",0.061,water
"4",0.430,land
"1",0.368,forest
"1",0.184,forest
"3",0.061,water
"3",0.123,water
"1",0.552,forest
"1",0.061,forest
"3",0.123,water
"4",0.123,land
"3",0.061,water
"4",0.061,land
"3",0.123,water
"1",0.061,forest
"1",0.245,forest
"1",0.123,forest
"3",0.061,water
"3",0.184,water
"4",0.061,land
"1",0.123,forest
"1",0.307,forest
"3",2.086,water
"1",0.614,forest
"1",90.065,forest
"4",0.184,land
"4",4.356,land
"1",0.123,forest
"1",0.061,forest
"3",0.061,water
"3",0.061,water
"3",0.061,water
"3",0.123,water
"1",0.920,forest
"4",0.614,land
"3",0.123,water
"1",0.123,forest
"1",0.307,forest
"1",0.430,forest
"3",0.061,water
"3",1.595,water
"1",0.123,forest
"1",0.123,forest
"3",0.184,water
"4",0.061,land
"1",0.245,forest
"1",0.123,forest
"1",0.368,forest
"3",0.061,water
"1",0.061,forest
"1",0.061,forest
"1",12.455,forest
"3",0.061,water
"3",0.245,water
"3",0.061,water
"3",0.061,water
"4",0.061,land
"3",0.061,water
"3",0.184,water
"1",0.123,forest
"1",0.061,forest
"3",0.123,water
"4",0.184,land
"4",0.123,land
"1",0.184,forest
"4",0.245,land
"1",0.061,forest
"3",0.123,water
"1",0.061,forest
"1",0.061,forest
"3",0.061,water
"4",0.061,land
"1",0.123,forest
"1",0.798,forest
"3",0.123,water
"1",0.184,forest
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"1",1.473,forest
"4",0.061,land
"3",0.307,water
"3",0.245,water
"1",0.061,forest
"3",0.061,water
"3",0.061,water
"4",0.061,land
"3",0.061,water
"1",0.061,forest
"3",0.123,water
"1",0.061,forest
"3",0.368,water
"1",0.061,forest
"1",0.368,forest
"4",0.061,land
"1",0.061,forest
"1",0.184,forest
"3",0.061,water
"4",0.245,land
"3",0.184,water
"3",0.982,water
"3",0.491,water
"3",0.123,water
"3",0.184,water
"4",0.675,land
"3",0.184,water
"3",0.245,water
"1",0.184,forest
"3",0.061,water
"4",0.184,land
"4",0.245,land
"3",0.614,water
"1",0.061,forest
"3",0.430,water
"1",0.123,forest
"1",0.123,forest
"1",0.061,forest
"3",0.061,water
"4",0.061,land
"3",26.199,water
"1",0.061,forest
"1",0.061,forest
"1",0.123,forest
"3",0.123,water
"3",0.061,water
"3",0.061,water
"3",0.123,water
"1",1.473,forest
"3",0.123,water
"1",0.920,forest
"1",9.940,forest
"4",1.841,land
"3",0.675,water
"3",0.307,water
"1",0.614,forest
"4",0.184,land
"1",0.245,forest
"3",0.245,water
"1",159.088,forest
"3",0.368,water
"3",0.061,water
"3",0.184,water
"1",0.061,forest
"3",1.595,water
"3",0.061,water
"1",0.123,forest
"3",0.123,water
"1",0.061,forest
"1",0.123,forest
"3",0.061,water
"1",0.061,forest
"4",0.061,land
"3",0.245,water
"1",0.061,forest
"1",0.184,forest
"4",0.061,land
"3",0.061,water
"4",0.123,land
"3",0.061,water
"1",0.123,forest
"1",0.061,forest
"1",0.061,forest
"3",0.061,water
"1",2.516,forest
"3",0.123,water
"3",0.245,water
"1",0.491,forest
"3",0.061,water
"1",0.859,forest
"1",0.123,forest
"1",0.061,forest
"1",0.184,forest
"1",0.061,forest
"1",0.061,forest
"4",0.061,land
"3",0.245,water
"4",0.061,land
"1",0.184,forest
"1",0.061,forest
"1",0.061,forest
"1",0.123,forest
"4",0.123,land
"3",0.123,water
"3",0.061,water
"1",0.123,forest
"3",0.061,water
"1",0.123,forest
"3",0.061,water
"1",0.061,forest
"3",0.061,water
"1",0.123,forest
"1",1.350,forest
"1",0.245,forest
"4",0.368,land
"4",0.123,land
"1",0.307,forest
"1",0.123,forest
"3",0.123,water
"1",0.123,forest
"1",0.123,forest
"1",0.061,forest
"1",0.061,forest
"1",0.430,forest
"3",0.430,water
"1",2.148,forest
"1",0.123,forest
"1",0.307,forest
"3",0.061,water
"1",0.184,forest
"4",0.123,land
"3",0.245,water
"1",0.123,forest
"1",0.061,forest
"1",0.123,forest
"3",0.061,water
"1",0.307,forest
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"3",0.061,water
"3",0.184,water
"1",0.245,forest
"3",0.123,water
"1",0.184,forest
"1",0.061,forest
"1",0.061,forest
"3",0.430,water
"1",0.061,forest
"1",0.061,forest
"3",0.123,water
"1",0.061,forest
"3",0.123,water
"1",0.061,forest
"1",0.184,forest
"1",0.061,forest
"3",0.123,water
"1",0.061,forest
"3",0.859,water
"3",0.061,water
"4",0.184,land
"1",0.123,forest
"1",0.061,forest
"1",0.245,forest
"1",0.123,forest
"1",0.061,forest
"1",0.061,forest
"3",0.307,water
"1",0.061,forest
"4",0.307,land
"1",1.350,forest
"1",0.123,forest
"3",0.061,water
"1",1.595,forest
"3",0.123,water
"1",0.245,forest
"3",0.061,water
"3",0.123,water
"3",0.123,water
"1",0.123,forest
"1",0.245,forest
"1",77.247,forest
"3",0.061,water
"3",0.061,water
"1",1.780,forest
"3",0.123,water
"1",0.123,forest
"1",0.061,forest
"4",0.675,land
"1",0.061,forest
"4",0.123,land
"1",0.061,forest
"3",0.184,water
"3",0.123,water
"3",0.307,water
"1",0.123,forest
"3",0.184,water
"1",0.184,forest
"1",0.123,forest
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"3",0.123,water
"4",0.061,land
"1",1.227,forest
"4",1.289,land
"1",0.245,forest
"1",0.859,forest
"1",0.061,forest
"3",0.184,water
"1",0.245,forest
"1",0.061,forest
"4",0.123,land
"3",0.430,water
"3",0.245,water
"1",0.307,forest
"1",0.123,forest
"1",0.491,forest
"1",0.061,forest
"1",0.061,forest
"3",0.061,water
"4",0.123,land
"1",4.173,forest
"4",0.061,land
"3",0.061,water
"1",0.123,forest
"3",0.061,water
"1",0.552,forest
"3",0.123,water
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"4",0.061,land
"4",0.061,land
"1",0.184,forest
"3",0.123,water
"4",0.061,land
"1",0.061,forest
"4",0.123,land
"1",0.061,forest
"1",0.061,forest
"1",0.123,forest
"4",0.675,land
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"1",6.627,forest
"3",0.061,water
"1",0.184,forest
"1",0.061,forest
"3",0.307,water
"3",0.061,water
"1",0.307,forest
"1",0.430,forest
"1",2.700,forest
"1",0.123,forest
"1",0.245,forest
"1",0.061,forest
"1",24.668,forest
"1",0.061,forest
"3",0.061,water
"1",0.123,forest
"3",0.123,water
"1",6.566,forest
"3",0.614,water
"3",0.061,water
"3",0.061,water
"3",0.307,water
"3",0.859,water
"1",0.430,forest
"1",0.123,forest
"3",0.123,water
"4",0.184,land
"3",0.061,water
"3",0.307,water
"1",0.061,forest
"3",0.061,water
"1",0.184,forest
"1",0.061,forest
"1",0.184,forest
"1",0.061,forest
"1",0.061,forest
"4",0.061,land
"4",0.920,land
"1",0.061,forest
"3",0.061,water
"3",0.123,water
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"1",5.216,forest
"3",0.061,water
"1",0.736,forest
"3",1.595,water
"3",0.184,water
"1",0.061,forest
"1",0.307,forest
"4",0.061,land
"3",0.123,water
"4",0.123,land
"1",0.430,forest
"1",0.184,forest
"4",0.061,land
"3",0.123,water
"3",0.245,water
"1",0.061,forest
"3",0.123,water
"1",0.368,forest
"1",0.061,forest
"1",0.123,forest
"1",0.061,forest
"1",0.123,forest
"4",0.184,land
"4",0.061,land
"1",0.061,forest
"4",0.061,land
"3",0.061,water
"1",0.123,forest
"3",0.061,water
"3",0.061,water
"3",0.123,water
"3",0.123,water
"3",0.184,water
"3",16.998,water
"1",1.166,forest
"1",1.902,forest
"3",0.491,water
"1",0.552,forest
"3",0.430,water
"1",0.368,forest
"4",0.123,land
"1",0.245,forest
"4",0.614,land
"1",1.718,forest
"1",0.859,forest
"1",0.552,forest
"1",0.307,forest
"1",0.061,forest
"3",0.061,water
"1",0.123,forest
"3",0.061,water
"1",0.061,forest
"3",0.123,water
"4",0.123,land
"3",0.123,water
"3",0.430,water
"1",0.061,forest
"1",0.184,forest
"3",0.061,water
"1",1.841,forest
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"3",0.184,water
"1",1.289,forest
"1",0.061,forest
"4",0.061,land
"1",0.552,forest
"3",0.368,water
"1",0.491,forest
"3",0.061,water
"3",0.123,water
"1",0.123,forest
"1",0.061,forest
"3",0.061,water
"1",0.184,forest
"1",0.123,forest
"1",0.061,forest
"1",0.123,forest
"3",0.736,water
"1",1.166,forest
"1",0.061,forest
"1",0.123,forest
"3",0.061,water
"1",0.123,forest
"3",0.123,water
"3",0.123,water
"3",0.123,water
"1",0.736,forest
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"1",0.061,forest
"1",0.123,forest
"1",3.559,forest
"1",0.061,forest
"1",0.184,forest
"3",0.123,water
"3",0.061,water
"4",0.061,land
"3",0.184,water
"4",1.105,land
"1",0.061,forest
"3",0.061,water
"1",0.061,forest
"3",0.061,water
"3",0.061,water
"1",0.061,forest
"3",0.491,water
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"3",0.491,water
"1",0.123,forest
"1",0.123,forest
"3",0.061,water
"3",0.061,water
"1",0.307,forest
"1",3.007,forest
"1",0.061,forest
"1",0.123,forest
"3",0.123,water
"4",0.123,land
"4",1.964,land
"1",0.307,forest
"1",0.061,forest
"1",0.245,forest
"1",0.184,forest
"1",0.123,forest
"1",0.552,forest
"3",0.552,water
"1",0.061,forest
"1",0.123,forest
"3",0.123,water
"3",0.184,water
"1",1.227,forest
"1",0.245,forest
"1",0.123,forest
"3",0.123,water
"1",0.061,forest
"1",0.123,forest
"1",0.184,forest
"4",0.307,land
"3",0.061,water
"3",0.123,water
"4",0.184,land
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"1",0.184,forest
"1",0.123,forest
"1",0.552,forest
"1",0.123,forest
"1",0.061,forest
"1",0.552,forest
"4",0.061,land
"1",0.123,forest
"3",0.061,water
"1",0.061,forest
"3",0.123,water
"1",0.123,forest
"1",0.430,forest
"1",0.061,forest
"1",0.245,forest
"1",0.061,forest
"1",0.123,forest
"1",0.552,forest
"4",0.061,land
"1",0.184,forest
"1",0.307,forest
"4",0.061,land
"4",0.123,land
"3",0.061,water
"1",0.061,forest
"1",0.307,forest
"1",0.184,forest
"1",0.061,forest
"3",0.307,water
"1",0.123,forest
"3",0.123,water
"4",2.577,land
"4",0.675,land
"4",0.982,land
"1",4.296,forest
"1",3.191,forest
"1",0.245,forest
"1",0.245,forest
"3",1.166,water
"1",0.921,forest
"3",0.675,water
"4",0.123,land
"3",0.061,water
"4",222.365,land
"3",1.534,water
"1",0.123,forest
"1",0.184,forest
"1",0.245,forest
"3",0.123,water
"1",0.614,forest
"4",0.245,land
"1",0.123,forest
"1",0.061,forest
"4",0.061,land
"1",0.061,forest
"4",0.245,land
"1",0.061,forest
"3",0.184,water
"4",0.123,land
"1",0.123,forest
"1",0.123,forest
"1",0.061,forest
"1",0.614,forest
"4",0.184,land
"3",0.245,water
"1",0.552,forest
"1",0.123,forest
"1",0.061,forest
"4",0.921,land
"1",0.061,forest
"1",0.061,forest
"1",0.123,forest
"1",0.184,forest
"3",0.123,water
"4",0.184,land
"4",0.123,land
"4",0.123,land
"4",2.516,land
"1",0.061,forest
"1",0.614,forest
"3",0.061,water
"1",6.628,forest
"4",0.061,land
"1",0.123,forest
"1",0.061,forest
"1",0.491,forest
"1",0.307,forest
"1",0.123,forest
"1",0.123,forest
"1",2.209,forest
"4",0.123,land
"1",0.061,forest
"1",0.061,forest
"1",0.368,forest
"3",0.061,water
"1",0.061,forest
"1",0.061,forest
"1",0.184,forest
"1",0.061,forest
"3",0.123,water
"1",0.245,forest
"1",0.123,forest
"3",0.061,water
"3",0.061,water
"1",0.061,forest
"4",0.061,land
"3",0.123,water
"3",0.123,water
"1",0.491,forest
"4",0.859,land
"3",0.245,water
"3",0.123,water
"3",0.368,water
"1",0.123,forest
"3",0.368,water
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"3",0.245,water
"4",0.123,land
"3",0.184,water
"3",0.061,water
"1",0.123,forest
"4",0.123,land
"3",0.123,water
"4",0.061,land
"3",0.123,water
"3",0.123,water
"1",0.307,forest
"3",0.061,water
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"1",0.368,forest
"1",0.061,forest
"1",0.123,forest
"1",0.552,forest
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"1",0.184,forest
"1",1.350,forest
"4",0.123,land
"1",0.859,forest
"4",0.368,land
"1",0.307,forest
"1",0.123,forest
"4",0.368,land
"1",0.123,forest
"3",0.061,water
"1",0.123,forest
"1",0.123,forest
"1",0.061,forest
"3",12.887,water
"3",0.123,water
"1",0.123,forest
"4",0.061,land
"1",0.061,forest
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"4",0.307,land
"1",0.430,forest
"3",0.245,water
"3",0.061,water
"3",0.123,water
"4",0.123,land
"4",1.534,land
"3",0.061,water
"3",0.123,water
"3",0.061,water
"3",0.123,water
"1",0.368,forest
"4",0.061,land
"1",0.061,forest
"1",0.184,forest
"3",0.061,water
"1",0.123,forest
"4",0.245,land
"3",0.061,water
"1",0.491,forest
"1",0.184,forest
"1",0.307,forest
"3",0.061,water
"3",0.061,water
"1",0.123,forest
"3",0.368,water
"1",0.061,forest
"1",0.061,forest
"4",0.061,land
"1",0.061,forest
"1",0.123,forest
"1",0.859,forest
"1",0.123,forest
"1",0.123,forest
"3",0.061,water
"4",0.123,land
"3",0.123,water
"4",0.184,land
"3",0.123,water
"3",0.184,water
"3",0.123,water
"4",0.123,land
"1",0.123,forest
"1",0.123,forest
"1",0.061,forest
"1",0.061,forest
"4",0.123,land
"1",0.061,forest
"1",0.123,forest
"4",0.061,land
"4",0.307,land
"3",0.675,water
"1",0.184,forest
"3",0.614,water
"1",0.123,forest
"4",3.621,land
"1",0.798,forest
"3",1.534,water
"1",0.061,forest
"3",0.123,water
"3",0.123,water
"4",2.025,land
"1",0.736,forest
"1",1.841,forest
"3",0.123,water
"3",0.061,water
"3",0.123,water
"4",0.061,land
"1",0.061,forest
"1",0.552,forest
"3",0.184,water
"4",0.245,land
"1",0.061,forest
"1",0.123,forest
"4",0.184,land
"1",0.061,forest
"4",0.184,land
"3",0.061,water
"4",0.491,land
"3",0.184,water
"1",0.123,forest
"4",0.614,land
"4",0.184,land
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"3",0.061,water
"1",0.430,forest
"3",0.123,water
"1",0.123,forest
"1",0.123,forest
"4",0.061,land
"1",0.061,forest
"4",0.184,land
"4",0.061,land
"1",0.123,forest
"1",0.061,forest
"4",0.123,land
"4",0.123,land
"1",0.736,forest
"3",0.061,water
"3",0.123,water
"1",0.061,forest
"4",0.123,land
"3",0.123,water
"3",0.123,water
"1",31.543,forest
"3",0.307,water
"3",0.184,water
"3",0.123,water
"1",0.184,forest
"4",0.123,land
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"4",0.245,land
"3",0.061,water
"1",0.184,forest
"3",0.184,water
"4",0.061,land
"1",0.368,forest
"4",0.184,land
"4",0.061,land
"1",0.061,forest
"3",0.184,water
"3",0.123,water
"3",0.061,water
"1",0.123,forest
"1",0.061,forest
"3",1.043,water
"1",22.768,forest
"4",0.982,land
"1",2.578,forest
"1",1.166,forest
"3",1.289,water
"1",0.307,forest
"1",0.123,forest
"1",0.307,forest
"3",0.061,water
"3",0.123,water
"1",0.123,forest
"3",0.430,water
"1",0.061,forest
"1",0.123,forest
"1",0.061,forest
"4",0.061,land
"1",0.061,forest
"4",0.184,land
"1",0.245,forest
"4",0.245,land
"4",0.061,land
"1",0.491,forest
"1",0.184,forest
"3",0.184,water
"1",0.491,forest
"1",3.560,forest
"3",0.123,water
"3",0.061,water
"3",0.061,water
"1",0.430,forest
"1",0.675,forest
"3",0.123,water
"4",0.061,land
"1",0.491,forest
"1",0.491,forest
"3",0.123,water
"3",0.123,water
"1",0.123,forest
"3",0.123,water
"1",0.184,forest
"3",0.368,water
"3",0.061,water
"3",0.123,water
"1",0.061,forest
"1",0.552,forest
"3",0.307,water
"1",0.123,forest
"1",1.289,forest
"4",0.061,land
"3",0.123,water
"4",0.123,land
"3",0.123,water
"1",0.061,forest
"1",0.245,forest
"1",0.123,forest
"3",0.184,water
"1",0.123,forest
"1",0.061,forest
"3",0.123,water
"1",0.245,forest
"3",0.061,water
"1",0.061,forest
"1",0.368,forest
"3",0.123,water
"1",0.061,forest
"1",0.245,forest
"1",0.061,forest
"1",0.061,forest
"3",0.123,water
"3",0.307,water
"4",0.061,land
"3",48.786,water
"3",0.061,water
"3",0.123,water
"3",0.061,water
"1",3.498,forest
"3",0.123,water
"4",0.061,land
"1",0.061,forest
"1",0.123,forest
"3",0.061,water
"3",0.123,water
"3",0.123,water
"1",0.245,forest
"3",0.184,water
"4",0.061,land
"1",0.123,forest
"3",1.964,water
"1",3.007,forest
"4",1.043,land
"1",0.245,forest
"1",21.234,forest
"4",1.780,land
"3",0.245,water
"3",0.307,water
"1",0.123,forest
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"1",2.639,forest
"1",0.245,forest
"1",0.184,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.123,forest
"4",0.921,land
"1",0.123,forest
"3",0.061,water
"1",0.184,forest
"3",9.206,water
"4",0.061,land
"3",0.675,water
"3",1.043,water
"3",0.061,water
"4",0.061,land
"4",1.964,land
"3",0.123,water
"1",0.123,forest
"1",0.061,forest
"1",0.430,forest
"3",0.123,water
"4",8.347,land
"4",0.430,land
"1",0.061,forest
"3",0.061,water
"1",0.061,forest
"1",0.123,forest
"1",0.061,forest
"1",0.123,forest
"1",0.307,forest
"3",0.123,water
"1",0.061,forest
"1",0.123,forest
"4",0.061,land
"4",0.061,land
"1",0.123,forest
"4",0.123,land
"3",0.061,water
"1",0.123,forest
"3",0.307,water
"1",0.061,forest
"1",3.805,forest
"3",0.061,water
"3",0.614,water
"1",0.123,forest
"1",3.867,forest
"4",0.245,land
"1",0.061,forest
"3",0.123,water
"1",0.061,forest
"3",0.798,water
"1",0.061,forest
"3",0.307,water
"3",0.307,water
"4",0.736,land
"4",0.061,land
"4",0.798,land
"1",0.123,forest
"1",0.061,forest
"1",0.307,forest
"3",0.123,water
"1",0.061,forest
"1",0.982,forest
"4",0.123,land
"1",0.123,forest
"4",0.123,land
"1",0.061,forest
"3",0.061,water
"1",0.123,forest
"1",0.123,forest
"4",0.061,land
"1",0.184,forest
"3",0.061,water
"1",0.491,forest
"3",2.578,water
"1",0.123,forest
"3",0.123,water
"1",0.184,forest
"3",0.061,water
"1",0.123,forest
"3",3.437,water
"3",0.307,water
"1",0.123,forest
"1",0.184,forest
"4",0.061,land
"1",0.614,forest
"1",0.061,forest
"3",0.123,water
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.184,forest
"1",1.105,forest
"3",0.123,water
"3",0.246,water
"1",0.061,forest
"3",0.246,water
"1",0.123,forest
"3",0.123,water
"3",1.166,water
"1",0.123,forest
"1",0.123,forest
"4",0.123,land
"1",0.123,forest
"1",0.061,forest
"3",0.123,water
"3",0.368,water
"3",0.061,water
"1",0.123,forest
"3",0.246,water
"3",0.184,water
"1",0.061,forest
"3",0.123,water
"4",0.061,land
"1",0.123,forest
"1",0.246,forest
"1",0.184,forest
"3",0.061,water
"1",0.061,forest
"4",0.123,land
"1",0.061,forest
"4",0.123,land
"1",0.123,forest
"3",0.061,water
"1",0.061,forest
"3",1.719,water
"3",0.675,water
"1",0.552,forest
"1",0.982,forest
"1",13.625,forest
"4",0.184,land
"4",0.123,land
"3",0.246,water
"4",0.368,land
"1",3.867,forest
"1",0.675,forest
"4",1.043,land
"3",3.376,water
"3",0.184,water
"1",0.061,forest
"3",0.307,water
"3",0.061,water
"4",0.061,land
"4",0.061,land
"4",0.061,land
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",1.473,forest
"3",0.123,water
"3",0.123,water
"1",0.123,forest
"4",0.430,land
"1",0.061,forest
"3",0.061,water
"4",0.123,land
"3",0.061,water
"3",0.123,water
"3",0.430,water
"1",0.123,forest
"3",0.123,water
"1",0.123,forest
"1",0.123,forest
"1",1.719,forest
"1",0.123,forest
"4",0.123,land
"3",0.061,water
"1",0.123,forest
"3",0.123,water
"4",0.061,land
"4",0.061,land
"3",0.061,water
"1",0.061,forest
"1",0.430,forest
"3",0.921,water
"4",0.368,land
"4",0.123,land
"3",0.123,water
"3",0.246,water
"1",0.184,forest
"1",0.123,forest
"4",0.123,land
"4",0.061,land
"1",0.798,forest
"3",2.271,water
"3",0.246,water
"3",0.061,water
